aircraft_id,flight_date,cabin_component,issue_type,severity,failure_flag,repair_time_hours,maintenance_cost_usd,airport_code
A320_20,2023-08-18,Galley,Mechanical,Medium,0,0.0,0.0,DEL
A320_9,2023-08-02,Lighting,Electrical,Medium,0,0.0,0.0,BLR
A320_15,2023-04-04,Lavatory,Software,Medium,0,0.0,0.0,DEL
A320_12,2023-10-29,Seat,Software,Low,0,0.0,0.0,BOM
A320_14,2023-12-07,IFE,Software,High,0,0.0,0.0,HYD
A320_11,2023-04-22,Lighting,Mechanical,Medium,0,0.0,0.0,BLR
A320_3,2023-12-27,Galley,Software,High,0,0.0,0.0,BOM
A320_17,2023-02-04,Lighting,Electrical,Medium,0,0.0,0.0,BLR
A320_17,2023-06-22,IFE,Mechanical,High,1,8.815950779057227,3552.0188184172557,BLR
A320_11,2023-11-18,Seat,Mechanical,Low,0,0.0,0.0,MAA
A320_11,2023-07-08,Lavatory,Mechanical,Medium,1,6.5160547147061445,587.5315082851268,DEL
A320_17,2023-07-14,Lighting,Electrical,High,0,0.0,0.0,BLR
A320_8,2023-12-08,IFE,Electrical,High,0,0.0,0.0,DEL
A320_11,2023-01-31,Seat,Mechanical,High,0,0.0,0.0,BLR
A320_7,2023-10-14,Galley,Mechanical,Medium,0,0.0,0.0,HYD
A320_16,2023-10-02,Seat,Software,Medium,1,7.017230127390965,1324.5184360207602,DEL
A320_12,2023-01-23,Galley,Software,High,0,0.0,0.0,HYD
A320_17,2023-03-31,Lighting,Software,Low,0,0.0,0.0,HYD
A320_19,2023-01-21,Lighting,Mechanical,High,0,0.0,0.0,HYD
A320_17,2023-10-27,IFE,Software,Low,0,0.0,0.0,HYD
A320_20,2023-02-20,Galley,Software,Low,0,0.0,0.0,HYD
A320_15,2023-07-03,IFE,Electrical,High,0,0.0,0.0,MAA
A320_12,2023-01-01,Lavatory,Software,Low,0,0.0,0.0,BOM
A320_1,2023-04-10,Galley,Electrical,Medium,0,0.0,0.0,DEL
A320_14,2023-08-07,Seat,Mechanical,High,0,0.0,0.0,MAA
A320_4,2023-10-04,Galley,Software,High,1,5.595898639260289,2242.02571472067,BOM
A320_11,2023-01-29,Lighting,Software,Low,0,0.0,0.0,HYD
A320_19,2023-06-23,Seat,Mechanical,Medium,0,0.0,0.0,BLR
A320_14,2023-02-13,Seat,Electrical,Medium,1,8.447891998492752,3288.862772149819,BLR
A320_5,2023-07-17,Seat,Mechanical,Low,0,0.0,0.0,MAA
A320_10,2023-02-10,Galley,Software,High,1,3.758181937150743,777.4032716068798,HYD
A320_13,2023-08-13,IFE,Electrical,Low,0,0.0,0.0,BOM
A320_7,2023-07-10,Galley,Electrical,High,1,5.910082687297622,4319.456248300986,MAA
A320_5,2023-04-23,Lighting,Electrical,High,0,0.0,0.0,HYD
A320_5,2023-05-01,Galley,Mechanical,Medium,0,0.0,0.0,DEL
A320_4,2023-02-08,IFE,Electrical,Low,1,2.266369588306653,1199.4089609225814,MAA
A320_18,2023-03-03,Lighting,Mechanical,Low,0,0.0,0.0,DEL
A320_19,2023-08-06,Seat,Mechanical,High,1,9.611566773964793,4662.342423489273,MAA
A320_1,2023-08-30,Seat,Electrical,Medium,0,0.0,0.0,MAA
A320_15,2023-07-22,Seat,Electrical,High,0,0.0,0.0,HYD
A320_5,2023-01-09,Seat,Electrical,Low,1,1.0815582523639342,2995.488854853412,DEL
A320_6,2023-01-17,Lighting,Electrical,Medium,1,9.44725675047648,3058.3470139599567,BOM
A320_4,2023-09-21,Seat,Software,Low,0,0.0,0.0,MAA
A320_13,2023-01-04,IFE,Mechanical,High,0,0.0,0.0,MAA
A320_1,2023-01-31,Galley,Software,Low,0,0.0,0.0,HYD
A320_19,2023-04-26,Lighting,Mechanical,Low,0,0.0,0.0,DEL
A320_4,2023-12-14,Galley,Software,High,0,0.0,0.0,HYD
A320_19,2023-05-29,Seat,Electrical,Low,1,7.203763671802492,2497.2265110026037,MAA
A320_18,2023-05-05,Lavatory,Electrical,Low,0,0.0,0.0,HYD
A320_5,2023-03-21,IFE,Electrical,Medium,0,0.0,0.0,BLR
A320_8,2023-01-25,IFE,Electrical,High,1,6.846184798869319,965.7433394638956,MAA
A320_15,2023-05-26,Galley,Electrical,High,0,0.0,0.0,BLR
A320_11,2023-11-15,Seat,Mechanical,Medium,0,0.0,0.0,BOM
A320_16,2023-03-17,Seat,Electrical,High,0,0.0,0.0,BLR
A320_5,2023-09-25,Seat,Software,High,0,0.0,0.0,BLR
A320_18,2023-07-29,IFE,Electrical,High,0,0.0,0.0,BOM
A320_17,2023-02-25,IFE,Mechanical,High,0,0.0,0.0,MAA
A320_7,2023-04-04,IFE,Electrical,Low,0,0.0,0.0,BOM
A320_13,2023-09-29,Seat,Mechanical,High,0,0.0,0.0,MAA
A320_17,2023-08-03,Lighting,Electrical,Low,0,0.0,0.0,HYD
A320_18,2023-09-02,Lavatory,Mechanical,High,0,0.0,0.0,MAA
A320_1,2023-09-25,Lighting,Electrical,Low,1,7.352229055251353,866.4919022259335,MAA
A320_9,2023-09-19,Seat,Software,Low,0,0.0,0.0,DEL
A320_5,2023-07-26,Galley,Electrical,Low,1,3.5614737412851043,4874.09431924134,DEL
A320_10,2023-12-19,Galley,Electrical,Low,0,0.0,0.0,BLR
A320_3,2023-03-08,Lighting,Software,High,0,0.0,0.0,BOM
A320_7,2023-12-04,Lavatory,Software,Low,0,0.0,0.0,HYD
A320_1,2023-11-26,Lighting,Electrical,High,0,0.0,0.0,BOM
A320_11,2023-05-23,Seat,Electrical,High,1,4.437083218436848,3478.7176236365344,HYD
A320_13,2023-06-10,Galley,Electrical,Medium,0,0.0,0.0,BOM
A320_8,2023-12-05,Lighting,Mechanical,High,0,0.0,0.0,BLR
A320_14,2023-11-12,IFE,Software,Low,0,0.0,0.0,BOM
A320_2,2023-12-31,Galley,Electrical,High,0,0.0,0.0,DEL
A320_1,2023-10-23,Galley,Mechanical,Medium,0,0.0,0.0,BOM
A320_19,2023-04-17,Lighting,Mechanical,High,1,0.5075003553855785,4069.68644465276,MAA
A320_19,2023-01-28,Lighting,Electrical,Medium,1,8.155648200673589,4949.709328790128,DEL
A320_20,2023-07-08,IFE,Mechanical,Low,0,0.0,0.0,HYD
A320_9,2023-06-13,Seat,Software,Medium,0,0.0,0.0,BLR
A320_14,2023-12-11,Galley,Mechanical,Medium,0,0.0,0.0,DEL
A320_15,2023-06-25,Galley,Software,High,0,0.0,0.0,HYD
A320_7,2023-01-17,IFE,Mechanical,High,1,8.483803149148734,3275.355120921223,MAA
A320_16,2023-01-05,IFE,Software,High,1,7.620405943989416,3189.740248294118,BOM
A320_10,2023-03-07,Lighting,Electrical,High,0,0.0,0.0,BOM
A320_13,2023-09-10,Galley,Electrical,High,1,5.714858982743707,1174.669965935772,HYD
A320_20,2023-08-15,Lighting,Mechanical,Medium,0,0.0,0.0,BLR
A320_1,2023-05-24,Galley,Electrical,Medium,0,0.0,0.0,MAA
A320_5,2023-12-23,Lighting,Mechanical,Medium,0,0.0,0.0,HYD
A320_7,2023-11-12,IFE,Electrical,Low,1,2.684224523185509,2628.1348047745746,HYD
A320_7,2023-08-23,Lavatory,Software,Medium,0,0.0,0.0,BLR
A320_7,2023-12-28,Galley,Software,Medium,0,0.0,0.0,HYD
A320_12,2023-05-01,Lighting,Electrical,Medium,1,8.229349396816833,275.2545907731827,MAA
A320_1,2023-08-17,Seat,Mechanical,Medium,0,0.0,0.0,BLR
A320_13,2023-06-12,Lavatory,Mechanical,High,0,0.0,0.0,MAA
A320_19,2023-05-24,IFE,Software,Low,0,0.0,0.0,HYD
A320_10,2023-08-21,Lighting,Software,High,0,0.0,0.0,MAA
A320_16,2023-07-02,Galley,Electrical,High,0,0.0,0.0,BOM
A320_16,2023-08-22,Galley,Electrical,Medium,0,0.0,0.0,HYD
A320_10,2023-05-26,Lighting,Software,Low,1,0.5802892125933752,4212.118969893349,BOM
A320_8,2023-01-03,Seat,Mechanical,High,1,5.664157961657275,3303.5118224851662,HYD
A320_20,2023-06-15,IFE,Software,Medium,0,0.0,0.0,BLR
A320_3,2023-01-31,Galley,Mechanical,High,0,0.0,0.0,BOM
A320_5,2023-11-14,Seat,Electrical,High,1,8.115604603397989,2263.516650856595,BOM
A320_6,2023-01-21,Lighting,Software,Medium,1,3.5832640424437985,3930.2667790553473,MAA
A320_1,2023-08-31,Galley,Electrical,High,0,0.0,0.0,HYD
A320_11,2023-07-03,Lavatory,Software,High,0,0.0,0.0,BLR
A320_17,2023-04-06,Seat,Electrical,Medium,0,0.0,0.0,MAA
A320_20,2023-12-24,Seat,Software,High,0,0.0,0.0,HYD
A320_17,2023-02-05,Lavatory,Electrical,Medium,0,0.0,0.0,BOM
A320_8,2023-05-22,Lighting,Electrical,High,0,0.0,0.0,MAA
A320_15,2023-06-10,Lavatory,Software,Low,1,6.059978317343542,1860.7610535273573,DEL
A320_9,2023-08-24,Galley,Mechanical,Medium,0,0.0,0.0,DEL
A320_2,2023-06-13,Lavatory,Software,Medium,1,6.228631701963588,379.9503247823169,BOM
A320_16,2023-04-05,Lighting,Software,Medium,1,2.818608104188887,3840.207314539832,HYD
A320_20,2023-11-20,Galley,Electrical,High,0,0.0,0.0,MAA
A320_19,2023-06-03,Galley,Software,Medium,0,0.0,0.0,BOM
A320_3,2023-09-08,IFE,Software,High,0,0.0,0.0,MAA
A320_9,2023-10-24,IFE,Electrical,High,0,0.0,0.0,MAA
A320_8,2023-02-01,Lighting,Mechanical,Low,0,0.0,0.0,MAA
A320_8,2023-10-12,Seat,Mechanical,Medium,0,0.0,0.0,MAA
A320_2,2023-06-27,Seat,Mechanical,Medium,0,0.0,0.0,BOM
A320_4,2023-12-09,Seat,Mechanical,Low,0,0.0,0.0,DEL
A320_17,2023-06-03,Seat,Software,Low,0,0.0,0.0,DEL
A320_2,2023-03-19,Lighting,Electrical,Low,0,0.0,0.0,HYD
A320_8,2023-01-31,IFE,Electrical,Medium,0,0.0,0.0,DEL
A320_20,2023-01-29,Seat,Software,Medium,0,0.0,0.0,DEL
A320_8,2023-03-12,Lavatory,Mechanical,High,1,2.833499953463738,635.4692823039836,MAA
A320_18,2023-12-10,IFE,Software,High,0,0.0,0.0,BLR
A320_18,2023-01-26,Lavatory,Electrical,Medium,0,0.0,0.0,MAA
A320_3,2023-07-12,Lighting,Software,Medium,1,1.7094628480938876,960.7942600460642,HYD
A320_1,2023-11-22,Lighting,Electrical,Low,0,0.0,0.0,HYD
A320_4,2023-06-29,Lighting,Mechanical,High,1,2.1127057329677905,4831.70055635542,BLR
A320_7,2023-02-18,Seat,Mechanical,High,0,0.0,0.0,DEL
A320_1,2023-10-09,IFE,Electrical,High,0,0.0,0.0,BLR
A320_2,2023-12-01,IFE,Software,Medium,0,0.0,0.0,MAA
A320_17,2023-09-22,IFE,Electrical,High,1,9.530760530008791,3675.4242268714825,DEL
A320_13,2023-07-27,Lighting,Mechanical,Low,0,0.0,0.0,DEL
A320_3,2023-11-04,IFE,Electrical,Medium,0,0.0,0.0,BLR
A320_12,2023-12-11,Lavatory,Software,Medium,0,0.0,0.0,BOM
A320_4,2023-11-18,IFE,Electrical,Medium,0,0.0,0.0,DEL
A320_11,2023-02-11,Seat,Mechanical,Medium,0,0.0,0.0,HYD
A320_7,2023-03-14,Lighting,Software,Medium,0,0.0,0.0,BLR
A320_11,2023-02-08,Seat,Electrical,High,1,0.502307877127871,721.9866826034643,DEL
A320_4,2023-11-03,IFE,Electrical,Medium,1,5.830935893383582,2428.955661733953,HYD
A320_5,2023-11-20,Galley,Electrical,Low,0,0.0,0.0,BOM
A320_10,2023-05-05,IFE,Electrical,High,0,0.0,0.0,DEL
A320_17,2023-07-10,Lavatory,Software,High,0,0.0,0.0,BLR
A320_18,2023-05-12,Lavatory,Software,High,0,0.0,0.0,DEL
A320_6,2023-06-20,Lavatory,Electrical,High,1,1.7032307920483425,2161.088160706215,BLR
A320_7,2023-02-23,Lavatory,Mechanical,High,1,9.873619562764029,3134.8064198983025,HYD
A320_8,2023-11-07,Lighting,Electrical,Medium,1,9.832710267916884,1070.351638492359,BOM
A320_15,2023-07-02,Seat,Software,High,0,0.0,0.0,MAA
A320_12,2023-04-30,Seat,Electrical,Low,1,5.441522118731759,1887.6086719084988,HYD
A320_18,2023-10-20,IFE,Mechanical,Medium,0,0.0,0.0,BLR
A320_8,2023-08-04,Galley,Electrical,High,0,0.0,0.0,BOM
A320_18,2023-06-14,Galley,Mechanical,Low,0,0.0,0.0,DEL
A320_1,2023-11-15,Seat,Mechanical,High,0,0.0,0.0,DEL
A320_7,2023-11-08,Galley,Electrical,Low,1,3.986482399048097,620.0145509680219,BOM
A320_12,2023-10-25,Galley,Mechanical,Low,0,0.0,0.0,DEL
A320_3,2023-09-28,Seat,Mechanical,High,0,0.0,0.0,BLR
A320_15,2023-03-27,Lavatory,Mechanical,High,0,0.0,0.0,MAA
A320_5,2023-03-27,IFE,Software,Low,0,0.0,0.0,DEL
A320_2,2023-11-14,Galley,Software,Low,0,0.0,0.0,MAA
A320_3,2023-06-29,Lighting,Mechanical,Medium,0,0.0,0.0,DEL
A320_1,2023-06-03,Seat,Software,Low,0,0.0,0.0,MAA
A320_12,2023-06-25,Lighting,Software,High,0,0.0,0.0,DEL
A320_20,2023-12-23,Seat,Software,Medium,0,0.0,0.0,DEL
A320_7,2023-01-29,IFE,Electrical,Low,0,0.0,0.0,HYD
A320_19,2023-07-03,Seat,Electrical,Low,1,0.7512455746778409,1744.23028831362,BLR
A320_19,2023-08-19,IFE,Software,High,0,0.0,0.0,MAA
A320_10,2023-01-13,Lighting,Software,Low,0,0.0,0.0,DEL
A320_4,2023-04-02,Galley,Electrical,Low,0,0.0,0.0,HYD
A320_3,2023-06-17,IFE,Mechanical,Low,1,0.6926629914985178,2449.1374132728,MAA
A320_12,2023-05-30,Lavatory,Software,High,0,0.0,0.0,BOM
A320_10,2023-03-23,IFE,Electrical,Medium,0,0.0,0.0,DEL
A320_3,2023-11-07,Seat,Software,Medium,1,8.648772709538202,2525.415694091059,BLR
A320_8,2023-01-09,Galley,Mechanical,Low,0,0.0,0.0,BOM
A320_12,2023-12-22,Galley,Mechanical,Low,0,0.0,0.0,MAA
A320_4,2023-03-13,Lavatory,Electrical,Medium,0,0.0,0.0,MAA
A320_11,2023-10-31,Lighting,Electrical,High,1,0.753429244784289,160.8854095902681,BLR
A320_15,2023-05-14,Lighting,Software,Medium,1,6.642900769746776,4167.160149777566,BOM
A320_10,2023-09-13,Seat,Mechanical,High,1,3.178330741639827,2701.2092680135315,BOM
A320_16,2023-03-21,Galley,Electrical,Medium,0,0.0,0.0,HYD
A320_17,2023-03-12,Lavatory,Electrical,Low,0,0.0,0.0,HYD
A320_15,2023-04-09,IFE,Mechanical,Medium,0,0.0,0.0,DEL
A320_3,2023-03-13,Lavatory,Mechanical,Low,0,0.0,0.0,MAA
A320_12,2023-06-26,Lighting,Mechanical,Low,0,0.0,0.0,BLR
A320_14,2023-05-15,Galley,Mechanical,High,0,0.0,0.0,BOM
A320_9,2023-04-22,Lavatory,Mechanical,High,1,3.116850146312617,4055.333882484546,MAA
A320_10,2023-02-14,Galley,Mechanical,Medium,0,0.0,0.0,MAA
A320_7,2023-02-06,Galley,Mechanical,High,0,0.0,0.0,HYD
A320_1,2023-07-15,Lavatory,Software,High,0,0.0,0.0,BOM
A320_20,2023-09-09,Lavatory,Electrical,High,0,0.0,0.0,MAA
A320_15,2023-05-03,IFE,Software,High,0,0.0,0.0,MAA
A320_16,2023-09-14,Galley,Software,Medium,0,0.0,0.0,BOM
A320_8,2023-02-01,Lighting,Mechanical,Low,0,0.0,0.0,BOM
A320_20,2023-08-27,Lavatory,Electrical,Low,0,0.0,0.0,BLR
A320_10,2023-07-08,Lighting,Mechanical,Low,0,0.0,0.0,BLR
A320_7,2023-07-26,Seat,Software,High,1,4.694699244358389,4730.425449223631,BLR
A320_1,2023-05-24,Galley,Software,Low,0,0.0,0.0,BLR
A320_14,2023-07-06,Galley,Mechanical,Low,0,0.0,0.0,BOM
A320_19,2023-11-07,Seat,Mechanical,Low,0,0.0,0.0,BOM
A320_1,2023-10-30,Galley,Mechanical,Low,1,2.8553582731551685,4646.178248939046,HYD
A320_12,2023-12-23,Galley,Electrical,Medium,1,9.375406341415433,523.4806989914633,MAA
A320_8,2023-09-02,Galley,Mechanical,High,0,0.0,0.0,BLR
A320_4,2023-12-10,Galley,Electrical,High,1,0.7115883231386266,4358.695909977069,BOM
A320_16,2023-09-03,Galley,Software,High,0,0.0,0.0,MAA
A320_17,2023-12-07,Lavatory,Mechanical,High,0,0.0,0.0,DEL
A320_12,2023-02-17,Galley,Electrical,Low,0,0.0,0.0,DEL
A320_15,2023-11-21,Galley,Software,Medium,0,0.0,0.0,MAA
A320_7,2023-01-26,IFE,Electrical,High,0,0.0,0.0,HYD
A320_8,2023-01-25,Galley,Software,Low,0,0.0,0.0,BOM
A320_10,2023-04-02,Galley,Mechanical,Low,1,4.972242727682229,4402.764465229937,HYD
A320_11,2023-08-20,Lighting,Mechanical,High,0,0.0,0.0,HYD
A320_16,2023-05-23,Galley,Electrical,High,0,0.0,0.0,BLR
A320_14,2023-10-25,Lighting,Software,Medium,0,0.0,0.0,HYD
A320_9,2023-11-05,Lighting,Software,Low,1,6.733387872550701,4421.088524021346,BOM
A320_10,2023-09-17,Galley,Electrical,High,0,0.0,0.0,BLR
A320_9,2023-09-12,IFE,Mechanical,High,1,9.99350454780227,1413.2563525460268,MAA
A320_5,2023-07-31,Lighting,Mechanical,Medium,0,0.0,0.0,BOM
A320_4,2023-09-13,Seat,Electrical,High,0,0.0,0.0,DEL
A320_5,2023-01-15,Lavatory,Software,High,1,7.4996485138494915,3046.7962313107514,MAA
A320_11,2023-06-14,Seat,Electrical,Low,1,5.444945069594388,3311.377677370921,DEL
A320_10,2023-11-24,Lighting,Electrical,Medium,0,0.0,0.0,BOM
A320_10,2023-05-28,Seat,Software,High,0,0.0,0.0,MAA
A320_2,2023-11-10,Lavatory,Mechanical,Medium,0,0.0,0.0,HYD
A320_15,2023-06-23,Galley,Electrical,Low,1,8.52295454747972,2953.551529813433,BOM
A320_20,2023-03-01,IFE,Electrical,Low,1,8.69218170617745,1488.959631393988,BOM
A320_10,2023-10-05,Galley,Electrical,Medium,0,0.0,0.0,MAA
A320_11,2023-05-08,Lavatory,Software,Medium,0,0.0,0.0,BOM
A320_15,2023-03-31,Lavatory,Electrical,Low,0,0.0,0.0,HYD
A320_17,2023-04-08,Galley,Software,Low,0,0.0,0.0,HYD
A320_11,2023-02-13,Lavatory,Mechanical,Medium,0,0.0,0.0,DEL
A320_4,2023-05-24,IFE,Electrical,Medium,0,0.0,0.0,BOM
A320_19,2023-07-06,Galley,Software,Medium,1,5.808988274069332,3564.4527296821334,DEL
A320_10,2023-06-24,Lighting,Software,Medium,1,0.8254806665382913,934.7995288295026,DEL
A320_17,2023-06-05,Lavatory,Electrical,High,0,0.0,0.0,HYD
A320_11,2023-11-02,Lighting,Software,Medium,1,1.325925826576415,1192.4550419329926,DEL
A320_10,2023-10-23,Seat,Mechanical,High,0,0.0,0.0,HYD
A320_17,2023-03-31,Lavatory,Software,High,0,0.0,0.0,BLR
A320_10,2023-03-27,Seat,Electrical,Medium,1,7.607967624753711,4539.270951195376,BOM
A320_2,2023-12-30,Lighting,Mechanical,Medium,1,8.41285065973269,3739.335336213445,BOM
A320_1,2023-02-13,Galley,Electrical,Low,1,8.324762884347752,3445.363759197027,DEL
A320_1,2023-10-13,Lighting,Software,Low,0,0.0,0.0,BLR
A320_11,2023-01-13,Lavatory,Mechanical,Low,0,0.0,0.0,HYD
A320_11,2023-01-08,Galley,Electrical,High,0,0.0,0.0,HYD
A320_14,2023-09-11,IFE,Electrical,High,0,0.0,0.0,HYD
A320_20,2023-11-21,Lavatory,Electrical,High,0,0.0,0.0,BOM
A320_5,2023-11-30,Lighting,Software,Medium,0,0.0,0.0,DEL
A320_6,2023-04-30,Seat,Mechanical,High,0,0.0,0.0,MAA
A320_20,2023-08-23,Galley,Electrical,Low,1,1.7082212975604258,2052.9401983062253,BLR
A320_7,2023-02-28,Lighting,Software,Medium,1,1.7005163484965489,4871.091460765974,BLR
A320_14,2023-12-28,Lighting,Mechanical,Low,0,0.0,0.0,MAA
A320_15,2023-10-06,Galley,Mechanical,High,0,0.0,0.0,MAA
A320_5,2023-01-16,Seat,Mechanical,Medium,0,0.0,0.0,HYD
A320_2,2023-04-21,IFE,Electrical,Medium,0,0.0,0.0,MAA
A320_12,2023-08-20,Lighting,Software,Medium,1,5.745527856224618,3788.803427835168,HYD
A320_5,2023-10-23,IFE,Electrical,High,0,0.0,0.0,BOM
A320_12,2023-10-16,Seat,Electrical,High,0,0.0,0.0,HYD
A320_16,2023-01-24,IFE,Software,Low,0,0.0,0.0,MAA
A320_1,2023-11-05,Lavatory,Software,Medium,0,0.0,0.0,DEL
A320_7,2023-11-29,Galley,Mechanical,Low,1,0.967005974403562,2910.1479661825583,DEL
A320_2,2023-04-10,IFE,Electrical,High,0,0.0,0.0,DEL
A320_10,2023-02-06,Seat,Mechanical,Low,0,0.0,0.0,BLR
A320_12,2023-02-15,Galley,Software,High,0,0.0,0.0,HYD
A320_7,2023-09-08,IFE,Mechanical,Medium,0,0.0,0.0,HYD
A320_14,2023-03-26,Lavatory,Electrical,Low,0,0.0,0.0,DEL
A320_13,2023-11-28,IFE,Electrical,High,1,9.284185501349215,651.2702528666483,BOM
A320_15,2023-04-05,Galley,Mechanical,Low,1,9.36563808253172,4697.971841450485,BLR
A320_16,2023-02-13,IFE,Mechanical,Medium,0,0.0,0.0,HYD
A320_4,2023-11-08,Lighting,Mechanical,Medium,0,0.0,0.0,BOM
A320_12,2023-08-19,Lighting,Electrical,High,1,3.5597654655045248,2935.068208105454,MAA
A320_2,2023-05-21,Lavatory,Mechanical,High,1,5.549116309392796,4372.144604669629,MAA
A320_9,2023-10-09,IFE,Mechanical,High,0,0.0,0.0,DEL
A320_17,2023-08-05,Galley,Electrical,Low,0,0.0,0.0,BOM
A320_5,2023-01-25,Seat,Mechanical,High,0,0.0,0.0,BLR
A320_14,2023-05-14,Seat,Software,Medium,0,0.0,0.0,HYD
A320_13,2023-12-22,IFE,Mechanical,High,0,0.0,0.0,DEL
A320_8,2023-09-21,Galley,Electrical,Medium,0,0.0,0.0,HYD
A320_3,2023-01-22,Galley,Software,High,0,0.0,0.0,MAA
A320_20,2023-11-14,Galley,Software,Medium,1,5.865782047420763,1762.096813232398,HYD
A320_5,2023-06-27,IFE,Software,Medium,0,0.0,0.0,HYD
A320_9,2023-04-17,IFE,Electrical,Low,0,0.0,0.0,BLR
A320_9,2023-09-04,Lavatory,Software,Low,0,0.0,0.0,HYD
A320_1,2023-11-06,Galley,Electrical,Low,0,0.0,0.0,HYD
A320_13,2023-05-15,Lighting,Electrical,High,0,0.0,0.0,BLR
A320_16,2023-03-15,Lavatory,Software,High,0,0.0,0.0,BOM
A320_18,2023-09-30,Lavatory,Electrical,Low,1,2.4353152361378325,1767.8857046199907,HYD
A320_12,2023-12-07,Galley,Electrical,Low,0,0.0,0.0,HYD
A320_5,2023-03-20,Lighting,Electrical,Low,1,4.642458830739584,3187.169429957947,BLR
A320_20,2023-11-11,Galley,Software,Low,0,0.0,0.0,BLR
A320_1,2023-09-26,Lavatory,Mechanical,High,0,0.0,0.0,BLR
A320_3,2023-05-18,Lavatory,Software,High,0,0.0,0.0,HYD
A320_20,2023-02-11,Lavatory,Electrical,Medium,0,0.0,0.0,HYD
A320_7,2023-04-22,Galley,Software,Medium,1,3.174341397337568,1296.7451317839848,BOM
A320_20,2023-04-16,Galley,Mechanical,Medium,1,8.538132262773562,3705.0181352127374,DEL
A320_8,2023-05-29,IFE,Mechanical,Low,1,0.785192144314695,2046.4148948745396,HYD
A320_2,2023-09-21,IFE,Software,High,1,0.887457627637422,1643.5405484298929,BLR
A320_6,2023-03-03,Lavatory,Software,High,0,0.0,0.0,MAA
A320_16,2023-01-16,IFE,Mechanical,Low,1,9.338483250064533,1886.7359559675365,DEL
A320_5,2023-12-08,Lavatory,Software,Medium,0,0.0,0.0,HYD
A320_1,2023-05-21,Galley,Mechanical,High,1,7.671931901504125,1713.832268824778,MAA
A320_5,2023-12-18,Lavatory,Electrical,Medium,0,0.0,0.0,MAA
A320_8,2023-04-21,Galley,Electrical,Low,0,0.0,0.0,BOM
A320_4,2023-06-11,Lighting,Software,High,1,1.6849930756059517,1023.004337128642,DEL
A320_13,2023-03-06,Galley,Electrical,Low,1,3.023289847830941,3551.3294867134377,HYD
A320_3,2023-04-22,Seat,Software,Medium,0,0.0,0.0,HYD
A320_8,2023-02-24,Lighting,Software,Medium,1,4.278425268415862,2197.756491761484,MAA
A320_6,2023-07-24,Lavatory,Mechanical,High,1,7.047985536926572,4701.635181590176,BLR
A320_5,2023-07-07,Lighting,Mechanical,Medium,0,0.0,0.0,HYD
A320_18,2023-10-31,Galley,Software,Medium,0,0.0,0.0,HYD
A320_10,2023-03-10,IFE,Mechanical,Low,0,0.0,0.0,BOM
A320_9,2023-08-17,Galley,Mechanical,Medium,0,0.0,0.0,BLR
A320_2,2023-02-11,Lighting,Electrical,Low,0,0.0,0.0,HYD
A320_10,2023-02-16,Galley,Electrical,Low,0,0.0,0.0,HYD
A320_9,2023-10-02,Seat,Software,Low,0,0.0,0.0,DEL
A320_11,2023-11-24,Seat,Electrical,Low,1,3.026004799258989,2248.3552403114736,HYD
A320_17,2023-08-17,Lighting,Software,Low,1,2.7026663318870594,4009.92162734117,MAA
A320_1,2023-03-14,Seat,Mechanical,Medium,0,0.0,0.0,BLR
A320_9,2023-11-14,Lavatory,Electrical,Low,0,0.0,0.0,BLR
A320_15,2023-09-17,Lighting,Software,Medium,1,8.192991022536994,4202.373800497623,BOM
A320_20,2023-06-25,Lavatory,Mechanical,Low,1,4.425432115670159,4396.528406220614,HYD
A320_16,2023-07-25,Lavatory,Electrical,Low,0,0.0,0.0,DEL
A320_19,2023-08-15,Lighting,Mechanical,Low,1,5.771235711491991,4001.311147325964,BOM
A320_11,2023-04-22,Lavatory,Software,Medium,0,0.0,0.0,MAA
A320_10,2023-12-21,Lighting,Electrical,Low,0,0.0,0.0,HYD
A320_19,2023-09-25,Lavatory,Mechanical,High,1,7.499759902382151,2432.116865983848,BOM
A320_16,2023-07-14,IFE,Software,Medium,1,6.438887871466863,1759.3520300945297,BOM
A320_16,2023-01-13,Lavatory,Software,Medium,0,0.0,0.0,HYD
A320_18,2023-06-08,Lighting,Electrical,Medium,0,0.0,0.0,MAA
A320_8,2023-11-12,Lighting,Software,High,0,0.0,0.0,HYD
A320_19,2023-03-31,Lighting,Mechanical,High,0,0.0,0.0,BOM
A320_6,2023-08-03,Galley,Software,High,1,7.030204170514288,3203.089063431678,BLR
A320_11,2023-06-25,Galley,Electrical,Medium,0,0.0,0.0,DEL
A320_5,2023-01-16,Galley,Electrical,Low,0,0.0,0.0,HYD
A320_4,2023-02-07,Galley,Mechanical,Low,0,0.0,0.0,DEL
A320_14,2023-01-04,Lighting,Mechanical,High,1,2.604259983111601,2608.914606632921,DEL
A320_16,2023-12-01,Seat,Electrical,Low,0,0.0,0.0,BOM
A320_4,2023-02-05,Seat,Software,Low,1,8.54207768467235,2575.311986461389,MAA
A320_2,2023-10-05,Seat,Software,High,0,0.0,0.0,HYD
A320_6,2023-04-06,Lavatory,Electrical,Low,0,0.0,0.0,DEL
A320_11,2023-11-15,Seat,Software,Low,0,0.0,0.0,BOM
A320_16,2023-11-18,Galley,Mechanical,High,0,0.0,0.0,BOM
A320_16,2023-03-11,Lavatory,Software,Medium,0,0.0,0.0,BLR
